sent,label
nice app for song downloading....,1
bundle of collection and quality ðÿ˜ðÿ¥°ðÿ˜‡â£ï¸ðÿ’š,1
i don't like this app cuz i play bad liar it open a wrong soundðÿ˜¢,-1
"this music service itself is great, but the app is so poorly implemented. every other update, something breaks and i have to downgrade it. (potential security risk).",-1
best free music streaming app ever!,1
i have always loved the spotify app. and i have always been impressed with the improvements made over the years. but here lately when i go to turn my volume up or down when i'm on the app. my phone bogs down and almost freezes. when it does this it won't let me do anything untill the volume slider is gone. it acts like i get 5fps when i hit my volume,-1
"it great and all, a good amount of adds but 6 skips per hour? thats stupid, i cant listen to my fav songs and one of them dont sing the exact song. and stop adding songs to my playlist!!! your ruining it!!!!",-1
this app helps to release my stress by listening to wonderful song selection,1
you can't listen to a song with out going on a playlist and you can't start over the song,-1
stop putting songs in my playlist,-1
"accessible, best app",1
it's a great app. whatever music i want whenever i want it.,1
i love it so much in paying for it lol,1
"just the best, i started by myself first, but now i converted my whole family!! love spotify",1
i've been using spotify since i was 12 and it's been alright. the one thing i'd change is making people pay to get rid of ads.,-1
"having an issue where the app hides the ability to skip, pause and so on.",-1
easy to use but sound quality is so so,1
100% has everything!,1
the app is great. but i don't like how the playlist has to be shuffled. what if i want to listen to a particular song? i can only skip 6 times an hour. i really dislike that.,-1
when you pick a song it doesn't play it but the next playlist please fix,-1
sometimes my spotify plays random music not in ny playlist,-1
constantly crashes. won't resume the podcast i was listening to. instead starts a random episode. almost impossible to use.,-1
spotify is great. great variety and easy to use. they provide a great amount of variety for music. also the podcasts are vast.ots of options and things to learn.,1
